Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
137,,,,,,-105.54165591,40.03168343,2968.379,0.082,0.100,0.190,0.129,1.934,m,FLOAT,2023-05-23 13:29:47.4 UTC-06:00,2023-05-23 13:29:47.4 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,55.158,Global CS
137S,,,,,Sensor 3cm east/northeast,-105.54163191,40.03167593,2973.212,0.058,0.081,0.160,0.100,1.934,m,FLOAT,2023-05-23 13:30:53.0 UTC-06:00,2023-05-23 13:30:53.0 UTC-06:00,1,1.8,,,,-105.54104029,40.03182983,2966.535,54.026,Global CS
46,,,,,,-105.54162369,40.03168672,2973.969,0.043,0.050,0.120,0.066,1.934,m,FLOAT,2023-05-23 13:31:21.4 UTC-06:00,2023-05-23 13:31:21.4 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,53.126,Global CS
138,,,,,,-105.54159084,40.03185014,2974.125,0.010,0.010,0.023,0.014,1.934,m,FIX,2023-05-23 13:32:55.6 UTC-06:00,2023-05-23 13:32:55.6 UTC-06:00,1,1.5,,,,-105.54104029,40.03182983,2966.535,48.022,Global CS
39,,,,,,-105.54128482,40.03148721,2971.530,0.010,0.010,0.020,0.014,1.934,m,FIX,2023-05-23 13:39:51.2 UTC-06:00,2023-05-23 13:39:51.2 UTC-06:00,1,1.5,,,,-105.54104029,40.03182983,2966.535,43.962,Global CS
126,,,,,,-105.54123608,40.03140585,2968.038,0.010,0.010,0.021,0.014,1.934,m,FIX,2023-05-23 13:41:45.0 UTC-06:00,2023-05-23 13:41:45.0 UTC-06:00,1,2.2,,,,-105.54104029,40.03182983,2966.535,50.097,Global CS
125,,,,,,-105.54114206,40.03146228,2965.641,0.010,0.010,0.023,0.014,1.934,m,FIX,2023-05-23 13:42:54.0 UTC-06:00,2023-05-23 13:42:54.0 UTC-06:00,1,1.5,,,,-105.54104029,40.03182983,2966.535,41.758,Global CS
125S,,,,,sensor 1cm sw,-105.54113646,40.03146520,2965.501,0.010,0.010,0.015,0.014,1.934,m,FIX,2023-05-23 13:43:52.6 UTC-06:00,2023-05-23 13:43:52.6 UTC-06:00,1,1.5,,,,-105.54104029,40.03182983,2966.535,41.339,Global CS
14,,,,,Q loc only one corner visible,-105.54100494,40.03155273,2956.495,0.064,0.073,0.190,0.097,1.934,m,FLOAT,2023-05-23 13:49:47.4 UTC-06:00,2023-05-23 13:49:47.4 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,31.975,Global CS
23,,,,,,-105.54087715,40.03127115,2959.270,0.010,0.010,0.011,0.014,1.934,m,FIX,2023-05-23 13:52:51.6 UTC-06:00,2023-05-23 13:52:51.6 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,63.829,Global CS
13,,,,,,-105.54090302,40.03158253,2960.626,0.010,0.010,0.021,0.014,1.934,m,FIX,2023-05-23 13:55:45.8 UTC-06:00,2023-05-23 13:55:45.8 UTC-06:00,1,1.8,,,,-105.54104029,40.03182983,2966.535,30.132,Global CS
121,,,,,,-105.54114825,40.03179511,2965.461,0.010,0.010,0.025,0.014,1.934,m,FLOAT,2023-05-23 14:00:06.6 UTC-06:00,2023-05-23 14:00:06.6 UTC-06:00,1,2.7,,,,-105.54104029,40.03182983,2966.535,10.030,Global CS
118,,,,,,-105.54044369,40.03186599,2959.465,0.010,0.010,0.026,0.014,1.934,m,FIX,2023-05-23 14:10:18.6 UTC-06:00,2023-05-23 14:10:18.6 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,51.361,Global CS
17,,,,,,-105.54036765,40.03190081,2960.395,0.010,0.010,0.012,0.014,1.934,m,FIX,2023-05-23 14:11:17.0 UTC-06:00,2023-05-23 14:11:17.0 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,58.130,Global CS
117,,,,,,-105.54023998,40.03182818,2957.776,0.010,0.010,0.021,0.014,1.934,m,FIX,2023-05-23 14:13:11.6 UTC-06:00,2023-05-23 14:13:11.6 UTC-06:00,1,1.9,,,,-105.54104029,40.03182983,2966.535,68.681,Global CS
116,,,,,,-105.54014314,40.03173154,2948.522,0.036,0.031,0.100,0.048,1.934,m,FLOAT,2023-05-23 14:14:53.2 UTC-06:00,2023-05-23 14:14:53.2 UTC-06:00,1,1.7,,,,-105.54104029,40.03182983,2966.535,79.038,Global CS
115,,,,,,-105.54009143,40.03162425,2948.416,0.010,0.010,0.017,0.014,1.934,m,FIX,2023-05-23 14:16:42.4 UTC-06:00,2023-05-23 14:16:42.4 UTC-06:00,1,1.7,,,,-105.54104029,40.03182983,2966.535,85.725,Global CS
115S,,,,,sensor 2 cm west,-105.54009372,40.03163019,2948.487,0.010,0.010,0.018,0.014,1.934,m,FIX,2023-05-23 14:17:22.0 UTC-06:00,2023-05-23 14:17:22.0 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,85.353,Global CS
19,,,,,,-105.54004875,40.03161196,2948.946,0.010,0.010,0.025,0.014,1.934,m,FIX,2023-05-23 14:18:04.4 UTC-06:00,2023-05-23 14:18:04.4 UTC-06:00,1,1.8,,,,-105.54104029,40.03182983,2966.535,89.443,Global CS
18,,,,,,-105.54049957,40.03168411,2955.127,0.010,0.010,0.037,0.014,1.934,m,FIX,2023-05-23 14:21:22.0 UTC-06:00,2023-05-23 14:21:22.0 UTC-06:00,1,2.0,,,,-105.54104029,40.03182983,2966.535,49.838,Global CS
16,,,,,,-105.54064148,40.03175219,2957.172,0.045,0.039,0.120,0.060,1.934,m,FLOAT,2023-05-23 14:22:52.8 UTC-06:00,2023-05-23 14:22:52.8 UTC-06:00,1,2.2,,,,-105.54104029,40.03182983,2966.535,35.908,Global CS
119,,,,,,-105.54069431,40.03170925,2958.521,0.010,0.010,0.027,0.014,1.934,m,FIX,2023-05-23 14:24:08.4 UTC-06:00,2023-05-23 14:24:08.4 UTC-06:00,1,1.6,,,,-105.54104029,40.03182983,2966.535,33.004,Global CS
