"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-08-06,32,1804,"",,0,0,1,,,,,""
2020-08-10,32,1812,"",,0,0,1,,,,,""
2020-08-10,32,1817,"","1",0,0,1,,,,,""
2020-08-10,32,1828,"",,0,0,1,,,,,""
2020-08-10,32,1855,"",,0,0,2,,,,,""
2020-08-06,32,1878,"x",,0,0,1,,,,,"tag is 1879; improve"
2020-08-10,32,1893,"x","2",0,0,2,,,,,"likely missed; consider ignoring for start date"
2020-08-06,33,1503,"",,0,0,0,,,,,"grazed"
2020-08-02,33,1518,"",,0,0,4,,,,,""
2020-08-10,33,1521,"","4",1,0,5,,,,,""
2020-08-06,33,1528,"",,0,0,1,,,,,"2 stems grazed"
2020-08-06,33,1529,"",,0,0,5,,,,,"grazed"
2020-08-02,33,1540,"","1",0,0,4,,,,,""
2020-08-02,33,1547,"",,0,0,3,,,,,""
2020-08-06,33,1550,"",,0,0,3,,,,,""
2020-08-06,33,1555,"",,0,0,0,,,,,"grazed"
2020-08-06,33,1558,"","2",0,0,6,,,,,""
2020-08-02,33,1578,"",,0,2,5,,,,,"1pv"
2020-08-06,33,1593,"",,0,0,2,,,,,"1 stem counted"
2020-08-02,33,1616,"","2",0,0,2,,,,,""
2020-08-10,33,1634,"","1",1,1,7,,,,,""
2020-08-10,33,1640,"",,0,0,2,,,,,""
2020-08-10,33,1641,"x","1",1,0,1,,,,,"prev. was mistake; prev. should be 0;0;1; improve"
2020-08-02,33,1702,"",,0,0,1,,,,,""
2020-08-10,33,1704,"",,0,0,10,,,,,""
2020-08-10,33,1719,"","3",0,1,2,,,,,""
2020-08-06,33,1788,"",,0,0,1,,,,,"grazed; 1 flw stem left"
2020-08-10,33,1842,"",,1,0,1,,,,,""
2020-08-10,33,1847,"",,0,0,1,,,,,""
2020-08-06,33,1850,"","1",0,0,1,,,,,""
2020-08-10,34,1723,"","1",1,0,1,,,,,""
2020-08-10,41,1745,"",,0,0,2,,,,,""
2020-08-02,42,1726,"",,0,0,1,,,,,""
2020-08-02,42,1748,"",,0,0,1,,,,,""
2020-08-02,42,1754,"",,0,0,2,,,,,""
2020-08-02,42,1769,"",,0,0,1,,,,,""
2020-08-06,42,1770,"",,,,,,,,,"can't find"
2020-08-02,42,1777,"",,0,0,2,,,,,""
2020-08-10,42,1816,"",,0,0,1,,,,,""
2020-08-10,42,1827,"",,0,0,0,,,,,"grazed"
2020-08-10,43,1713,"","1",0,0,0,,,,,"seed dropped"
2020-08-10,43,1743,"",,0,0,2,,,,,""
2020-08-06,43,1761,"",,0,0,3,,,,,""
2020-08-06,43,1762,"",,0,0,2,,,,,""
2020-08-06,44,1604,"","2",0,0,5,,,,,""
2020-08-02,45,1531,"",,0,0,10,,,,,"1pv tomorrow"
2020-08-06,45,1571,"",,0,0,2,,,,,""
2020-08-10,45,1592,"",,1,0,15,,,,,""
2020-08-10,45,1600,"",,0,0,0,,,,,"dropped lost or grazed"
2020-08-10,45,1601,"",,0,0,3,,,,,"lost or grazed"
2020-08-10,45,1606,"",,0,0,3,,,,,"1 stem dropped or grazed"
2020-08-10,45,1624,"",,0,0,5,,,,,""
2020-08-02,45,1760,"",,0,0,1,,,,,""
2020-08-10,45,1874,"",,0,0,1,,,,,""
2020-08-06,46,1586,"",,0,0,7,,,,,"1 dropped?"
2020-08-10,46,1636,"",,,,,,,,,""
2020-08-02,47,1514,"","2",0,1,2,,,,,""
2020-08-02,47,1577,"","1",0,0,1,,,,,"old tag"
2020-08-06,47,1645,"",,,,,,,,,"can't find"
2020-08-06,47,1711,"",,,,,,,,,"grazed"
2020-08-02,47,1720,"",,0,0,1,,,,,""
2020-08-02,47,1728,"",,0,0,1,,,,,""
2020-08-02,47,1749,"",,0,0,1,,,,,"1 stem grazed"
2020-08-06,47,1755,"x",,,,,,,,,"can't find; was typo? Is 1795; improve"
2020-08-02,47,1756,"",,0,0,1,,,,,""
2020-08-02,47,1763,"",,0,0,1,,,,,""
2020-08-02,47,1765,"","2",0,0,1,,,,,""
2020-08-06,47,1766,"",,0,0,1,,,,,"on E boundary"
2020-08-06,47,1782,"x",,,,,,,,,"check/improve; 1787?"
2020-08-06,47,1787,"","1",0,0,1,,,,,"old tag"
2020-08-06,47,1795,"","1",0,0,1,,,,,"old tag"
2020-08-02,48,1535,"",,0,0,15,,,,,""
2020-08-10,49,1551,"",,0,1,15,,,,,"pv"
2020-08-06,49,1621,"",,0,0,4,,,,,""
2020-08-10,50,1581,"",,,,,,,,,""
2020-08-10,50,1585,"",,0,0,6,,,,,""
2020-08-02,50,1615,"","2",0,0,3,,,,,""
2020-08-06,50,1628,"",,0,0,5,,,,,""
2020-08-06,50,1647,"",,0,0,0,,,,,"grazed"
2020-08-10,50,1757,"",,0,0,6,,,,,""
2020-08-10,50,1771,"",,0,1,1,,,,,""
2020-08-06,50,1811,"",,0,0,1,,,,,""
2020-08-02,53,1524,"","1",0,0,4,,,,,""
2020-08-06,53,1542,"",,0,0,4,,,,,""
2020-08-06,53,1584,"",,0,0,3,,,,,""
2020-08-10,53,1648,"x",,0,0,2,,,,,"2nd seed looks old; missed prev?"
2020-08-02,53,1664,"",,0,0,2,,,,,""
2020-08-02,53,1706,"",,0,0,1,,,,,""
2020-08-02,53,1708,"",,0,0,1,,,,,""
2020-08-06,53,1733,"",,0,0,2,,,,,""
2020-08-10,53,1739,"","1",1,0,1,,,,,""
2020-08-10,53,1740,"",,0,0,2,,,,,""
2020-08-06,53,1747,"",,0,0,2,,,,,""
2020-08-06,53,1846,"",,0,0,1,,,,,""
2020-08-06,53,1851,"",,0,0,1,,,,,""
2020-08-10,53,1863,"",,0,0,2,,,,,""
2020-08-02,61,1662,"",,0,0,1,,,,,""
2020-08-10,63,1786,"",,,,,,,,,"can't find; corner SW is 1000 pv"
2020-08-10,64,1674,"","2",0,1,5,,,,,"check prev number of stems; one is hard to see"
2020-08-10,67,1829,"","1",0,0,0,,,,,"pv"
2020-08-10,68,1622,"",,0,0,1,,,,,""
2020-08-02,68,1670,"","2",0,0,2,,,,,"no sign of third - dropped? Aborted?"
2020-08-06,69,1877,"",,0,0,1,,,,,"visited although done; OUTSIDE NE"
2020-08-10,71,1512,"",,0,0,8,,,,,""
2020-08-10,71,1520,"x",,0,0,13,,,,,"13th was possibly previously missed"
2020-08-02,71,1557,"",,0,0,5,,,,,"1pv; seed lost? Grazed?"
2020-08-10,71,1567,"",,,,,,,,,""
2020-08-10,71,1580,"",,0,0,0,,,,,"grazed"
2020-08-10,71,1831,"",,0,0,1,,,,,""
2020-08-10,74,1619,"",,0,0,0,,,,,"grazed"
2020-08-06,74,1638,"",,0,0,1,,,,,"1 stem grazed"
2020-08-06,75,1632,"",,0,0,2,,,,,"was grazed [prev.?]"
2020-08-02,76,1609,"","1",0,0,1,,,,,""
2020-08-02,77,1666,"","2",0,0,2,,,,,""
2020-08-06,77,1775,"","1",0,0,1,,,,,""
2020-08-10,78,1603,"","2",1,0,2,,,,,""
2020-08-02,78,1671,"","2",0,0,2,,,,,"1 done today"
2020-08-10,78,1710,"","2",0,2,1,,,,,""
2020-08-10,78,1898,"","1",0,2,0,,,,,"fused carpel"
2020-08-10,81,1767,"","1",0,0,2,,,,,""
2020-08-10,81,1799,"","1",3,0,1,,,,,""
2020-08-10,81,1813,"","1",0,0,0,,,,,"pv"
2020-08-10,81,1815,"",,1,0,1,,,,,""
2020-08-06,81,1838,"",,0,0,1,,,,,""
2020-08-10,81,1865,"",,1,0,1,,,,,""
2020-08-10,81,1875,"",,0,0,3,,,,,""
2020-08-06,82,1568,"","1",0,0,1,,,,,""
2020-08-06,82,1780,"",,0,0,2,,,,,""
2020-08-06,83,1729,"",,0,0,2,,,,,""
2020-08-02,83,1742,"",,0,0,1,,,,,""
2020-08-10,83,1746,"",,0,0,2,,,,,""
2020-08-06,83,1806,"",,0,0,1,,,,,""
2020-08-06,83,1809,"",,0,0,1,,,,,""
2020-08-10,83,1821,"","2",0,0,2,,,,,""
2020-08-06,83,1834,"",,0,0,1,,,,,""
2020-08-10,83,1876,"","1",1,0,0,,,,,""
2020-08-10,83,1897,"","1",0,0,0,,,,,"pv"
2020-08-10,85,1675,"","3",1,0,7,,,,,""
2020-08-02,85,1779,"",,0,0,2,,,,,""
2020-08-06,85,1810,"",,0,0,1,,,,,""
2020-08-06,85,1869,"",,0,0,1,,,,,""
2020-08-10,86,1625,"",,0,0,6,,,,,""
2020-08-06,86,1683,"","3",0,0,3,,,,,""
2020-08-10,87,1792,"","1",2,0,1,,,,,"pv"
2020-08-10,88,1715,"","2",0,1,1,,,,,""
