"Plot","Tag","Q","N_infl","Fl_open","Fl_done","Done","Last_date","Old_info","Old_q","Old_notes"
158,2147,,,,,,"7/4/22","0;0;0",,"yv"
162,2026,,,,,,"7/4/22","1;1;0",,"yv"
163,2009,,,,,,"7/4/22","1;0;4",,""
163,2035,,,,,,"7/4/22","1;0;6",,""
163,2038,,,,,,"7/4/22","1;0;7",,""
163,2064,,,,,,"7/4/22","2;2;7",,""
163,2075,,,,,,"7/4/22","2;0;13",,""
163,2076,,,,,,"7/4/22","3;2;5",,""
163,2082,,,,,,"7/4/22","2;0;8",,""
163,2084,,,,,,"7/4/22","2;0;7",,""
163,2087,,,,,,"7/4/22","1;1;4",,""
163,2098,,,,,,"7/4/22","3;0;7",,""
163,2103,,,,,,"7/4/22","1;0;1",,""
163,2106,,,,,,"7/4/22","1;2;6",,""
163,2122,,,,,,"7/4/22","2;3;3",,"broke one off"
163,2125,,,,,,"7/4/22","1;0;3",,""
163,2150,,,,,,"7/4/22","1;1;0",,""
163,2117,,,,,"done","7/4/22","1;0;1",,""
164,2003,,,,,,"7/4/22","1;0;11",,""
164,2015,,,,,,"7/4/22","3;1;15",,""
164,2045,,,,,,"7/4/22","2;0;17",,""
164,2054,,,,,,"7/4/22","3;0;15",,""
164,2058,,,,,,"7/4/22","1;1;5",,""
164,2071,,,,,,"7/4/22","2;1;8",,""
164,2081,,,,,,"7/4/22","1;0;8",,""
164,2083,,,,,,"7/4/22","3;0;21",,""
164,2116,,,,,,"7/4/22","1;0;2",,""
164,2020,,,,,"done","7/4/22","3;0;21",,""
164,2031,,,,,"done","6/30/22","1;0;5",,""
164,2036,,,,,"done","6/30/22","2;0;4",,""
164,2039,,,,,"done","7/4/22","1;0;8",,""
164,2050,,,,,"done","7/4/22","1;0;8",,""
166,2104,,,,,,"7/4/22","1;1;0",,"one fl eaten"
166,2120,,,,,,"7/4/22","1;0;1",,""
166,2144,,,,,"done","7/4/22","0;0;0",,"grazed"
168,2088,,,,,,"7/4/22","1;1;4",,""
169,2011,,,,,,"7/4/22","NA;NA;NA",,""
169,2086,,,,,,"7/4/22","1;0;8",,""
169,2022,,,,,"done","6/30/22","1;0;9",,""
169,2034,,,,,"done","7/4/22","1;0;9",,""
169,2078,,,,,"done","6/30/22","1;0;8",,""
169,2124,,,,,"done","6/30/22","1;0;5",,""
170,2002,,,,,,"7/4/22","3;0;13",,""
170,2013,,,,,,"7/4/22","3;0;11",,""
170,2052,,,,,,"7/4/22","2;0;5",,""
170,2085,,,,,,"7/4/22","2;0;5",TRUE,"prev should all have 2 inflorescences"
170,2105,,,,,,"7/4/22","1;0;1",,""
170,2008,,,,,"done","6/30/22","1;0;5",,""
170,2011,,,,,"done","7/4/22","1;0;5",,""
170,2012,,,,,"done","6/30/22","1;0;8",,""
170,2032,,,,,"done","6/30/22","3;0;5",,""
170,2037,,,,,"done","7/4/22","1;0;4",,""
170,2040,,,,,"done","6/30/22","3;0;11",,"old may have included infl from 2052"
170,2044,,,,,"done","6/30/22","1;0;8",,""
170,2057,,,,,"done","6/30/22","1;0;1",,""
170,2066,,,,,"done","7/4/22","1;0;5",,"one falling off"
170,2077,,,,,"done","7/4/22","1;0;6",,""
170,2092,,,,,"done","7/4/22","1;0;1",,""
