"Plot","Year","Easting","Northing","svf","Date","Tag","N_infl","Fl_open","Fl_done","Note","JDay"
"163",2022,453681,4431287,0.836188772679913,"2022-06-30",2098,3,2,5,"",30
"163",2022,453681,4431287,0.836188772679913,"2022-07-07",2125,1,0,3,"",37
"163",2022,453681,4431287,0.836188772679913,"2022-06-20",2098,2,3,0,"",20
"163",2022,453681,4431287,0.836188772679913,"2022-07-07",2082,2,0,5,"",37
"163",2022,453681,4431287,0.836188772679913,"2022-07-07",2106,1,0,6,"",37
"163",2022,453681,4431287,0.836188772679913,"2022-06-30",2084,2,1,8,"knocked one off",30
"163",2022,453681,4431287,0.836188772679913,"2022-06-23",2009,1,1,0,"florivorized",23
"163",2022,453681,4431287,0.836188772679913,"2022-06-30",2106,1,6,2,"",30
"163",2022,453681,4431287,0.836188772679913,"2022-07-07",2122,2,2,3,"",37
"163",2022,453681,4431287,0.836188772679913,"2022-07-14",2122,2,0,5,"",44
"163",2022,453681,4431287,0.836188772679913,"2022-06-23",2038,1,3,3,";; 2038/2088 records merged SN Jan 2023",23
"163",2022,453681,4431287,0.836188772679913,"2022-07-07",2103,1,0,1,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2050,1,0,8,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2045,2,2,15,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2050,1,1,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2048,1,10,0,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2071,1,1,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-07-11",2015,3,0,14,"",41
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2020,3,6,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2031,1,0,5,"two stems grazed",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2045,2,10,8,"knocked one open off",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2071,2,3,8,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2081,1,3,5,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2031,2,12,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2045,1,3,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2003,1,3,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2054,3,6,9,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2048,1,3,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2083,3,0,21,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2020,3,0,21,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2003,1,0,11,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2116,1,0,2,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2036,2,1,3,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2039,1,2,7,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2031,3,9,19,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2050,1,2,5,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2015,3,12,0,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2071,2,2,4,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2045,2,8,10,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2083,3,1,19,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2083,3,12,9,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2083,3,10,11,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2081,1,5,3,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2039,1,0,8,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2020,3,10,12,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2020,3,0,21,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2071,2,1,8,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2083,2,13,0,"yv",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2039,1,0,8,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2054,3,11,0,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2003,1,6,5,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2081,1,1,4,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2116,1,2,1,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2015,3,1,15,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2071,2,1,8,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2039,1,8,0,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2020,3,8,14,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2003,1,4,6,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2083,3,0,18,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2081,1,0,8,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2039,1,2,7,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2031,1,0,5,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-07-11",2058,1,0,6,"",41
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2036,1,3,0,"obs pol (black bee)",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2058,1,3,0,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-16",2039,1,2,0,"",16
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2045,2,13,0,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2050,1,0,8,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2054,3,0,15,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-14",2071,2,0,6,"",44
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2048,1,9,0,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2036,2,0,4,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2015,3,10,6,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2081,1,3,0,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-07-18",2071,2,0,5,,48
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2036,2,0,4,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2054,3,11,4,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2116,1,1,0,"",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2058,1,5,1,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2116,1,3,0,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-23",2015,2,2,0,"yv",23
"164",2022,453692,4431285,0.945887837132036,"2022-06-13",2031,1,3,0,"2yv; observed pollination",13
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2003,1,0,11,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2015,3,0,14,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2116,1,0,2,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2045,2,0,17,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2054,3,0,15,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2058,1,0,6,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2020,2,10,2,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2071,1,3,1,"yv",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2050,1,3,5,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-07-11",2071,2,0,8,"",41
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2081,1,0,8,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2058,1,4,1,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-30",2003,1,1,10,"",30
"164",2022,453692,4431285,0.945887837132036,"2022-07-04",2058,1,1,5,"",34
"164",2022,453692,4431285,0.945887837132036,"2022-07-07",2045,2,0,17,"",37
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2031,3,13,6,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2036,2,3,1,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2050,1,7,0,"",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-27",2071,2,8,4,"",27
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2054,1,2,0,"yv",20
"164",2022,453692,4431285,0.945887837132036,"2022-06-20",2003,1,6,1,"",20
"166",2022,453699,4431312,0.851704820199464,"2022-07-04",2120,1,0,1,"",34
"166",2022,453699,4431312,0.851704820199464,"2022-07-14",2104,2,0,4,"",44
"166",2022,453699,4431312,0.851704820199464,"2022-07-04",2104,1,1,0,"one fl eaten",34
"166",2022,453699,4431312,0.851704820199464,"2022-07-07",2120,1,0,1,"",37
"166",2022,453699,4431312,0.851704820199464,"2022-07-07",2104,2,2,2,"2 florivorized",37
"166",2022,453699,4431312,0.851704820199464,"2022-07-11",2104,2,0,4,"",41
"166",2022,453699,4431312,0.851704820199464,"2022-06-30",2120,1,1,0,"",30
"166",2022,453699,4431312,0.851704820199464,"2022-06-30",2144,1,0,1,"",30
"166",2022,453699,4431312,0.851704820199464,"2022-06-27",2120,1,1,0,"",27
"166",2022,453699,4431312,0.851704820199464,"2022-06-27",2144,1,1,0,"",27
"168",2022,453732,4431269,0.906820398896287,"2022-06-27",2088,1,3,0,"old tag",27
"168",2022,453732,4431269,0.906820398896287,"2022-07-11",2088,1,0,5,"",41
"168",2022,453732,4431269,0.906820398896287,"2022-06-30",2088,1,4,1,"",30
"168",2022,453732,4431269,0.906820398896287,"2022-07-07",2088,1,0,5,"one falling off",37
"168",2022,453732,4431269,0.906820398896287,"2022-07-04",2088,1,1,4,"",34
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2022,1,0,9,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-13",2004,1,0,5,"seems prematurely done (stem dried)",13
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2086,1,4,4,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2021,2,0,8,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2014,2,9,5,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2006,2,0,7,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2006,3,8,2,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2022,1,0,10,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2022,1,1,0,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2034,1,2,7,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2034,1,2,0,"ant",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2023,1,0,6,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2021,2,0,8,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2014,3,13,18,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2006,3,2,8,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2014,3,12,2,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2004,1,0,5,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2034,1,1,6,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-13",2014,1,5,0,"2yv",13
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2023,3,3,4,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2022,1,9,0,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2021,2,0,8,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-07-04",2086,1,0,8,"",34
"169",2022,453755,4431282,0.974427020388966,"2022-06-13",2006,2,4,0,"yv",13
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2086,1,7,0,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-07-04",2034,1,0,9,"",34
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2124,1,7,0,"possibly prev missed",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2203,7,0,19,"[dupe tag changed 2046->2203 jan 2023]",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2022,1,1,8,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2086,3,9,0,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2078,1,3,4,"prev missed; do not include in analysis",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2080,1,0,4,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2021,2,6,2,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2004,1,0,5,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2124,1,0,5,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2124,1,0,6,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2034,1,0,9,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2078,1,1,9,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2203,1,1,1,"[dupe tag changed 2046->2203 jan 2023]",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2203,7,0,22,"[dupe tag changed 2046->2203 jan 2023]",23
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2086,1,8,0,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-13",2023,1,4,0,"2yv",13
"169",2022,453755,4431282,0.974427020388966,"2022-06-23",2067,1,0,3,"",23
"169",2022,453755,4431282,0.974427020388966,"2022-07-07",2086,1,0,8,"",37
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2078,1,0,8,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2067,1,0,3,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-30",2014,3,0,15,"",30
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2067,1,3,0,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-16",2067,3,1,0,"",16
"169",2022,453755,4431282,0.974427020388966,"2022-06-13",2021,2,7,0,"",13
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2014,2,2,14,"old tag",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2034,1,6,0,"",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2080,1,0,4,"one fl gone (empty calyx) not counted",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2080,1,3,1,"yv",20
"169",2022,453755,4431282,0.974427020388966,"2022-06-27",2078,1,0,9,"",27
"169",2022,453755,4431282,0.974427020388966,"2022-06-20",2203,7,9,10,"[dupe tag changed 2046->2203 jan 2023]",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2032,1,3,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2085,2,3,0,"yv",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2017,2,4,6,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2040,3,0,11,"prev? [confirmed prev on datasheet 6/29]",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2011,1,0,5,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2037,1,1,3,"fix prev",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2012,1,0,8,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2037,1,0,4,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2012,2,4,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2013,2,3,8,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2032,3,0,15,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2008,1,0,5,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2079,1,2,0,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2092,1,1,1,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2005,1,0,7,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2085,2,2,3,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2013,3,0,11,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2077,1,2,4,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2013,3,4,9,"broke one off",27
"170",2022,453767,4431294,0.97308873802685,"2022-07-07",2085,2,0,5,"incl. one empty calyx",37
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2085,1,1,0,"yv",20
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2105,1,0,1,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2011,1,0,5,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2002,3,0,13,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2057,1,1,0,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2040,3,4,2,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2012,1,3,1,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2008,1,3,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2042,1,6,3,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2002,3,3,11,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2002,3,5,6,"check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2066,1,4,0,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2077,1,4,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2037,3,5,4,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2008,1,2,0,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2044,1,6,0,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2011,1,2,3,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2005,1,1,2,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2032,2,4,1,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-07-07",2002,3,0,13,"",37
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2017,2,7,2,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2037,1,1,0,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2052,2,1,4,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2092,1,0,1,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2011,1,1,5,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2008,1,2,3,"florivory",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2077,1,2,4,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2040,1,6,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2005,1,0,7,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2002,1,2,5,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2052,2,1,3,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-07-07",2105,1,0,1,"",37
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2057,1,0,1,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2013,3,1,10,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2032,3,0,5,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2011,1,2,3,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2057,1,1,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2077,1,0,6,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2066,1,1,4,"obs. Poll (bb)",27
"170",2022,453767,4431294,0.97308873802685,"2022-07-07",2013,3,0,10,"",37
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2052,2,0,5,"",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2044,1,1,7,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2012,1,0,8,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2032,3,0,14,"no second infl; possibly 2037 record on 6/20; check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2052,1,1,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2044,1,0,9,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2052,2,1,4,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2085,2,0,5,"prev should all have 2 inflorescences",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2202,2,2,6,"[dupe tag changed 2035->2202 jan 2023]",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2105,1,1,0,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-07-07",2052,2,0,5,"",37
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2042,1,0,8,"check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2005,1,5,0,"",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2096,2,0,9,"old tag",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2044,1,0,8,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2012,1,0,7,"no second infl; possibly 2013 record on 6/20; check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-13",2032,2,4,0,"",13
"170",2022,453767,4431294,0.97308873802685,"2022-07-04",2066,1,0,5,"one falling off",34
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2202,2,8,1,"[dupe tag changed 2035->2202 jan 2023]",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2008,1,0,5,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-16",2002,2,3,0,"2yv",16
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2077,1,0,6,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2037,1,1,3,"possibly 2032 record on 6/20; check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-13",2005,1,2,0,"N neighbors are out",13
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2092,1,0,1,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2040,3,0,11,"old may have included infl from 2052",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2042,1,0,7,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2066,1,0,5,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-20",2092,1,2,0,"",20
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2085,2,2,3,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-13",2202,1,3,0,"[dupe tag changed 2035->2202 jan 2023]",13
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2013,3,10,2,"possibly 2012 record on 6/20; check 6/20 data entry for this plot",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2040,1,3,6,"one fl possibly lost",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-27",2092,1,1,1,"",27
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2057,1,0,1,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-30",2037,1,0,4,"",30
"170",2022,453767,4431294,0.97308873802685,"2022-06-23",2017,2,0,12,"",23
"170",2022,453767,4431294,0.97308873802685,"2022-06-13",2017,1,2,0,"yv",13
"18",2020,453807,4431347,0.819189877268069,"2020-07-05",1223,,0,1,"",35
"18",2020,453807,4431347,0.819189877268069,"2020-07-01",1223,,1,0,"",31
"18",2020,453807,4431347,0.819189877268069,"2020-07-09",1223,,0,1,"",39
"2",2020,453839,4431352,0.953084469148426,"2020-07-09",1054,,0,2,"",39
"2",2020,453839,4431352,0.953084469148426,"2020-06-21",1054,,2,1,"is 1014 tag collected",21
"2",2020,453839,4431352,0.953084469148426,"2020-07-09",1015,,0,1,"",39
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1023,,0,6,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-06-21",1009,,3,0,"",21
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1262,2,0,4,"grazed; unknown # of lost flowers",27
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1009,,0,7,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1262,1,2,3,"",24
"2",2020,453839,4431352,0.953084469148426,"2020-07-01",1008,,8,1,"",31
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1015,1,0,1,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1007,,0,4,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1054,,1,2,"2 duds",24
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1262,,0,2,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1009,,4,4,"",27
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1008,,0,9,"",35
"2",2020,453839,4431352,0.953084469148426,"2020-07-09",1262,,0,2,"seed is huge",39
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1023,2,5,2,"",24
"2",2020,453839,4431352,0.953084469148426,"2020-07-01",1023,,0,7,"",31
"2",2020,453839,4431352,0.953084469148426,"2020-07-01",1007,,0,5,"",31
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1054,,0,3,"",27
"2",2020,453839,4431352,0.953084469148426,"2020-07-05",1054,,0,2,"1 stem grazed",35
"2",2020,453839,4431352,0.953084469148426,"2020-07-01",1009,,0,8,"",31
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1008,,7,0,"",27
"2",2020,453839,4431352,0.953084469148426,"2020-07-09",1008,,0,9,"",39
"2",2020,453839,4431352,0.953084469148426,"2020-07-01",1054,,8,2,"stem snapped",31
"2",2020,453839,4431352,0.953084469148426,"2020-06-21",1262,2,2,2,"",21
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1007,,1,4,"",27
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1007,,4,0,"",24
"2",2020,453839,4431352,0.953084469148426,"2020-06-21",1023,,3,0,"",21
"2",2020,453839,4431352,0.953084469148426,"2020-06-21",1007,,3,0,"",21
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1008,,1,0,"",24
"2",2020,453839,4431352,0.953084469148426,"2020-06-24",1009,,6,0,"",24
"2",2020,453839,4431352,0.953084469148426,"2020-06-27",1023,2,4,3,"",27
"2",2021,453921,4431324,0.970908711161875,"2021-07-05",1291,2,4,0,"",35
"2",2021,453921,4431324,0.970908711161875,"2021-07-12",1160,1,0,1,"",42
"2",2021,453921,4431324,0.970908711161875,"2021-07-01",1011,1,3,0,"",31
"2",2021,453921,4431324,0.970908711161875,"2021-07-15",1291,2,0,6,"",45
"2",2021,453921,4431324,0.970908711161875,"2021-07-08",1160,1,1,0,"",38
"2",2021,453921,4431324,0.970908711161875,"2021-07-12",1011,1,0,1,"",42
"2",2021,453921,4431324,0.970908711161875,"2021-07-12",1291,2,0,6,"",42
"2",2021,453921,4431324,0.970908711161875,"2021-07-15",1160,1,0,1,"",45
"2",2021,453921,4431324,0.970908711161875,"2021-07-05",1160,1,1,0,"",35
"2",2021,453921,4431324,0.970908711161875,"2021-07-05",1011,1,1,2,"",35
